ENTRY,NAME,FORMULA
C16862,Plitidepsin,C57H87N7O15
C16865,Scytophycin C,C45H75NO11
C16868,Tauroursodeoxycholic acid,C26H45NO6S
C16870,Dinophysistoxin 1,C45H70O13
C16871,Pectenotoxin 1,C47H70O15
C16872,Yessotoxin,C55H82O21S2
C16873,Bombykol,C16H30O
C16874,Makisterone A,C28H46O7
C16875,Trabectedin,C39H43N3O11S
C16876,Kahalalide F,C75H124N14O16
C16877,Cryptophycin 1,C35H43ClN2O8
C16878,Aplyronine A,C59H101N3O14
C16880,S 1319,C10H12N2O3S
C16881,Isohomohalichondrin B,C61H86O19
C16883,Jasplakinolide,C36H45BrN4O6
C16884,D-Threitol,C4H10O4
C16885,Gambieric acid A,C59H92O16
C16886,Gambieric acid B,C60H94O16
C16887,Gambieric acid C,C65H100O19
C16888,Gambieric acid D,C66H102O19
C16889,Pahutoxin,C23H46NO4. Cl
C16890,5alpha-Cyprinol,C27H48O5
C16891,Callystatin A,C29H44O4
C16892,KRN 7000,C50H99NO9
C16893,Stellettamide A,C26H45N2O
C16894,Plakinamine A,C29H46N2
C16895,Plakinamine B,C31H50N2
C16896,Nakitriol,C11H12O3
C16899,Goniodomin A,C43H60O12
C16901,Latrunculin A,C22H31NO5S
C16902,Mycalolide B,C52H74N4O17
C16903,Perazine,C20H25N3S
C16904,Tolytoxin,C46H75NO13
C16905,Dolastatin 11,C50H80N8O12
C16906,Anabaseine,C10H12N2
C16907,Azaspiracid,C47H71NO12
C16908,Caryophyllene epoxide,C15H24O
C16909,"1,4-Cineole",C10H18O
C16910,Acutumine,C19H24ClNO6
C16911,Afzelin,C21H20O10
C16912,Alphitolic acid,C30H48O4
C16913,Anemonin,C10H8O4
C16914,Isobyakangelicol,C17H16O6
C16915,Arctiin,C27H34O11
C16916,Arundoin,C31H52O
C16918,Atractylodin,C13H10O
C16919,Atractylone,C15H20O
C16920,Bornyl isovalerate,C15H26O2
C16921,Bufadienolide,C24H34O2
C16922,Bufalin,C24H34O4
C16923,Bufotalin,C26H36O6
C16924,Butylidenephthalide,C12H12O2
C16925,Byakangelicol,C17H16O6
C16926,Capillarin,C13H10O2
C16927,Capillene,C12H10
C16928,Capillone,C12H12O
C16929,Catalpalactone,C15H14O4
C16930,Chavicol,C9H10O
C16931,Cinobufagin,C26H34O6
C16932,Cinobufotalin,C26H34O7
C16933,"3,6-Dihydropyridine",C5H7N
C16937,Cnidilide,C12H18O2
C16938,Coptisine,C19H14NO4
C16939,Crataegolic acid,C30H48O4
C16940,Carthamidin,C15H12O6
C16941,Carthamin,C43H42O22
C16942,Curcumenol,C15H22O2
C16943,Curzerenone,C15H18O2
C16945,Cyperol,C15H24O
C16946,Cyperolone,C15H24O2
C16947,Decanoyl acetaldehyde,C12H22O2
C16949,Dehydrocurdione,C15H22O2
C16950,Dehydroeburicoic acid,C31H48O3
C16951,Deoxyschizandrin,C24H32O6
C16952,Dihydrocapsaicin,C18H29NO3
C16953,Dihydrocorynantheine,C22H28N2O3
C16954,Disinomenine,C38H44N2O8
C16955,Eucarvone,C10H14O
C16956,Evocarpine,C23H33NO
C16957,Fargesin,C21H22O6
C16958,Fernenol,C30H50O
C16959,Furanodiene,C15H20O
C16960,Furanodienone,C15H18O2
C16962,Gamabufogenin,C24H34O5
C16963,Gardoside,C16H22O10
C16964,Gastrodin,C13H18O7
C16965,Genipin 1-beta-gentiobioside,C23H34O15
C16966,Germacrone,C15H22O
C16967,Glutinone,C30H48O
C16968,Glycyrol,C21H18O6
C16969,Hellebrigenin,C24H32O6
C16970,Hinesol,C15H26O
C16971,Hirsuteine,C22H26N2O3
C16972,Hirsutine,C22H28N2O3
C16973,Isoarborinol,C30H50O
C16974,Isocyperol,C15H24O
C16975,Isoelemicin,C12H16O3
C16976,Isoimperatorin,C16H14O4
C16977,Isokobusone,C14H22O2
C16978,Isoliquiritin,C21H22O9
C16979,Isomangiferin,C19H18O11
C16980,Isorhynchophylline,C22H28N2O4
C16981,Kaempferitrin,C27H30O14
C16982,Kakuol,C10H10O4
C16983,Kobusone,C14H22O2
C16984,Laurolitsine,C18H19NO4
C16985,Leonurine,C14H21N3O5
C16986,Licoricidin,C26H32O5
C16987,Ligustilide,C12H14O2
C16988,Linderenol,C15H18O2
C16989,Liquiritin,C21H22O9
C16990,Lupenone,C30H48O
C16991,Magnocurarine,C19H24NO3
C16992,Callinecdysone A,C27H44O7
C16993,Ectocarpen,C11H16
C16994,Anthopleurine,C7H15NO4
C16995,Methyl palmitate,C17H34O2
C16996,Methyl nigakinone,C16H12N2O3
C16997,Michelalbine,C17H15NO3
C16998,Pavoninin 1,C37H59NO9
C16999,Futalosine,C19H18N4O7
C17000,Morroniside,C17H26O11
C17002,Neocnidilide,C12H18O2
C17003,Neogitogenin,C27H44O4
C17004,Kalihinol A,C22H33ClN2O2
C17005,Callytriol C,C23H24O3
C17007,Axisothiocyanate 3,C16H25NS
C17008,Mycalamide A,C24H41NO10
C17009,Mycalamide B,C25H43NO10
C17010,Dehypoxanthine futalosine,C14H16O7
C17011,Leonuridine,C15H24O9
C17012,Nigakilactone A,C21H30O6
C17013,Nigakilactone B,C22H32O6
C17016,Nemertelline,C20H14N4
C17017,Cyclic dehypoxanthine futalosine,C14H14O7
C17018,"1,4-Dihydroxy-6-naphthoate",C11H8O4
C17019,Navenone A,C15H15NO
C17020,Navenone B,C16H16O
C17021,Navenone C,C16H16O2
C17022,O-Phosphoseryl-tRNA(Cys),C13H23NO15P2R2(C5H8O6PR)n
C17023,Sulfur donor,
C17024,Mosesin 4,C35H60O10
C17025,Holothurin,C50H82O26S
C17027,L-Pyrrolysyl-tRNA(Pyl),C22H36N3O12PR2(C5H8O6PR)n
C17029,Nigakilactone C,C24H34O7
C17030,Nigakilactone E,C24H34O8
C17031,Nigakilactone F,C22H32O7
C17032,Nigakilactone H,C22H32O8
C17033,Nigakilactone K,C22H30O7
C17034,Nigakilactone L,C22H30O7
C17035,Nigakilactone M,C21H30O7
C17036,Nigakilactone N,C21H30O7
C17038,Ophiopogonin B,C39H62O12
C17039,Obtusifolin,C16H12O5
C17040,Obtusin,C18H16O7
C17041,Ophiopogonin A,C41H64O13
C17042,Ophiopogonin D,C44H70O16
C17043,Ophiopogonin C,C46H72O17
C17044,Pachymic acid,C33H52O5
C17045,Physcion,C16H12O5
C17046,Phellodendrine,C20H24NO4
C17047,Phellopterin,C17H16O5
C17048,Forsythin,C27H34O11
C17049,Picrasin A,C26H34O8
C17050,Picrasin B,C21H28O6
C17051,Picrasin D,C22H30O6
C17052,Picrasin E,C22H30O7
C17053,Picrasin F,C22H30O8
C17054,Picrasin G,C21H28O7
C17055,Picrocrocin,C16H26O7
C17056,Plantaginin,C21H20O11
C17057,Puerarin xyloside,C26H28O13
C17058,Resibufogenin,C24H32O4
C17059,Rhamnocitrin,C16H12O6
C17060,Isotetrandrine,C38H42N2O6
C17061,Rubidium cation,Rb
C17062,Safranal,C10H14O
C17063,Salicifoline,C12H20NO2
C17064,Schizandrin,C24H32O7
C17065,Sesquicarene,C15H24
C17066,Shanzhiside,C16H24O11
C17067,Siaresinol,C30H48O4
C17068,Valerosidatum,C21H34O11
C17069,Sophoranol,C15H24N2O2
C17070,Sumaresinol,C30H48O4
C17071,Sweroside,C16H22O9
C17072,Telocinobufagin,C24H34O5
C17073,Terpineol-4,C10H18O
C17074,Timosaponin A-I,C33H54O8
C17075,Timosaponin A-III,C39H64O13
C17076,Tridecanoic acid,C13H26O2
C17077,Tuduranine,C18H19NO3
C17079,3-Bromo-tyrosine,C9H10BrNO3
C17080,"3,5-Dibromo-tyrosine",C9H9Br2NO3
C17083,Worenine,C20H16NO4
C17084,"6,6'-Dibromoindigotin",C16H8Br2N2O2
C17085,Zederone,C15H18O3
C17086,Tyrindoxyl sulfate,C9H8BrNO4S2
C17087,"dTDP-(3R)-amino-3,6-dideoxy-D-glucose",C16H27N3O14P2
C17088,alpha-Bergamotene,C15H24
C17089,6-Chloroindole,C8H6ClN
C17090,alpha-Cyperone,C15H22O
C17091,alpha-Sanshool,C16H25NO
C17092,Clionamide,C19H18BrN3O4
C17093,"dTDP-3-amino-4,6-dideoxy-3,4-dehydroglucose",C16H25N3O13P2
C17094,beta-Elemene,C15H24
C17097,Caulerpin,C24H18N2O4
C17098,Lanosol,C7H6Br2O3
C17099,Aeroplysinin 1,C9H9Br2NO3
C17100,Thelepin,C14H9Br3O3
C17101,"3,5-Dinitroguaiacol",C7H6N2O6
C17102,Cartilagineal,C10H11Cl3O
C17103,Costatol,C10H14BrCl3O
C17104,Costatone,C10H12Br2Cl2O2
C17105,Plocamene D,C10H13Cl3
C17106,Mertensene,C10H14BrCl3
C17107,Violacene,C10H13BrCl4
C17108,Plocamene E,C10H13Cl3
C17109,Plocamene C,C10H14BrCl3
C17110,Plocamene B,C10H13Cl3
C17111,Caespitol,C15H25Br2ClO2
C17112,Isocaespitol,C15H25Br2ClO2
C17113,Furocaespitane,C12H16BrClO
C17114,Spirolaurenone,C15H23BrO
C17116,Nidificene,C15H23Br2Cl
C17117,Nidifidienol,C15H22BrClO
C17118,Elatol,C15H22BrClO
C17120,beta-Gurjunene,C15H24
C17121,Obtusol,C15H23Br2ClO
C17123,epi-Friedelanol,C30H52O
C17124,gamma-Eudesmol,C15H26O
C17125,(-)-Isomenthone,C10H18O
C17126,Neobyakangelicol,C17H16O6
C17127,Prepacifenol epoxide,C15H21Br2ClO3
C17132,Aplysin,C15H19BrO
C17133,Filiformin,C15H19BrO
C17135,Filiforminol,C15H19BrO2
C17136,Laurinterol,C15H19BrO
C17139,"dTDP-3,4-dioxo-2,6-dideoxy-L-glucose",C16H22N2O14P2
C17140,Tribuloside,C30H26O13
C17141,[Heparan sulfate]-glucosamine,(C26H40N2O33S4)n
C17142,[Heparan sulfate]-N-sulfoglucosamine,(C26H40N2O36S5)n
C17144,3-Octanol,C8H18O
C17145,3-Octanone,C8H16O
C17146,4-Guanidino-1-butanol,C5H13N3O
C17147,Neochlorogenic acid,C16H18O9
C17148,Oleanolic acid,C30H48O3
C17156,Manoalide,C25H36O5
C17158,Plakortic acid,C17H30O4
C17159,Halistanol sulfate,C29H52O12S3
C17160,Fistularin 1,C22H21Br4N3O8
C17161,Fistularin 2,C22H21Br4N3O8
C17162,Aerophobin 1,C15H16Br2N4O4
C17163,Aerophobin 2,C16H19Br2N5O4
C17166,Sceptrin,C22H24Br2N10O2
C17167,Eudistomin C,C14H16BrN3O2S
C17168,Eudistomin H,C15H12BrN3
C17169,Eudistomin N,C11H7BrN2
C17177,Aplysinal,C15H17BrO2
C17179,beta-Snyderol,C15H25BrO
C17181,Kylinone,C15H21Br2ClO
C17184,Rhodolaureol,C15H22BrClO
C17193,Heterocladol,C15H26BrClO
C17202,S-Palmitoylprotein,C20H36N2O3SR2
C17203,N-Hydroxyl-tryptamine,C10H12N2O
C17204,Indole-3-acetaldoxime N-oxide,C10H10N2O2
C17205,(R)-2-O-Sulfolactate,C3H6O6S
C17206,Uracil 5-carbaldehyde,C5H4N2O3
C17207,"1,4-beta-D-Mannooligosaccharide",H2O(C6H10O5)n
C17208,Neosaxitoxin,C10H17N7O5
C17209,2-Deoxy-scyllo-inosose,C6H10O5
C17210,2-(2'-Methylthio)ethylmalic acid,C7H12O5S
C17211,2-Oxo-5-methylthiopentanoic acid,C6H10O3S
C17212,3-(2'-Methylthio)ethylmalic acid,C7H12O5S
C17213,Homomethionine,C6H13NO2S
C17214,2-(3'-Methylthio)propylmalic acid,C8H14O5S
C17215,3-(3'-Methylthio)propylmalic acid,C8H14O5S
C17216,2-Oxo-6-methylthiohexanoic acid,C7H12O3S
C17217,Dihomomethionine,C7H15NO2S
C17218,2-(4'-Methylthio)butylmalic acid,C9H16O5S
C17219,3-(4'-Methylthio)butylmalic acid,C9H16O5S
C17220,2-Oxo-7-methylthioheptanoic acid,C8H14O3S
C17221,Trihomomethionine,C8H17NO2S
C17222,2-(5'-Methylthio)pentylmalic acid,C10H18O5S
C17223,3-(5'-Methylthio)pentylmalic acid,C10H18O5S
C17224,2-Oxo-8-methylthiooctanoic acid,C9H16O3S
C17225,Tetrahomomethionine,C9H19NO2S
C17226,2-(6'-Methylthio)hexylmalic acid,C11H20O5S
C17227,3-(6'-Methylthio)hexylmalic acid,C11H20O5S
C17228,2-Oxo-9-methylthiononanoic acid,C10H18O3S
C17229,Pentahomomethionine,C10H21NO2S
C17230,2-(7'-Methylthio)heptylmalic acid,C12H22O5S
C17231,3-(7'-Methylthio)heptylmalic acid,C12H22O5S
C17232,2-Oxo-10-methylthiodecanoic acid,C11H20O3S
C17233,Hexahomomethionine,C11H23NO2S
C17234,2-Aminobut-2-enoate,C4H7NO2
C17235,L-Homophenylalanine,C10H13NO2
C17236,3-Phenylpropionaldoxim,C9H11NO
C17237,S-(Phenylacetothiohydroximoyl)-L-cysteine,C11H14N2O3S
C17238,S-(Hydroxyphenylacetothiohydroximoyl)-L-cysteine,C11H14N2O4S
C17239,p-Hydroxyphenylacetothiohydroximate,C8H9NO2S
C17240,p-Hydroxybenzyldesulphoglucosinolate,C14H19NO7S
C17241,4-Methylthiobutanaldoxime,C5H11NOS
C17242,S-(4-Methylthiobutylthiohydroximoyl)-L-cysteine,C8H16N2O3S2
C17243,4-Methylthiobutylthiohydroximate,C5H11NOS2
C17244,3-Methylthiopropyl-desulfoglucosinolate,C11H21NO6S2
C17245,5-Methylthiopentanaldoxime,C6H13NOS
C17246,6-Methylthiohexanaldoxime,C7H15NOS
C17248,4-Methylthiobutyl-desulfoglucosinolate,C12H23NO6S2
C17249,7-Methylthioheptanaldoxime,C8H17NOS
C17250,Glucolesquerellin,C14H27NO9S3
C17251,8-Methylthiooctanaldoxime,C9H19NOS
C17252,7-Methylthioheptyl glucosinolate,C15H29NO9S3
C17253,9-Methylthiononanaldoxime,C10H21NOS
C17254,8-Methylthiooctyl glucosinolate,C16H31NO9S3
C17255,3-Methylbutyraldehyde oxime,C5H11NO
C17256,2-Methylpropyl glucosinolate,C11H21NO9S2
C17257,2-Methylbutyl glucosinolate,C12H23NO9S2
C17258,Calcium sulfate hemihydrate,(CaSO4)2. H2O
C17259,desulfo-Glucosinolate,C7H12NO6SR
C17260,Glucosinolate,C7H12NO9S2R
C17261,Thiohydroximic acid,CH2NOSR
C17262,S-Alkyl-thiohydroximate,C4H7N2O3SR
C17263,2-Alkylmalic acid,C4H5O5R
C17264,3-Alkylmalic acid,C4H5O5R
C17265,Aliphatic oxo acid,C3H3O3R
C17266,Homoamino acid,C3H6NO2R
C17267,S-Sulfanylglutathione,C10H17N3O6S2
C17268,Pyruvophenone,C9H8O2
C17269,GDP-D-arabinopyranose,C15H23N5O15P2
C17271,Glucohirsutin,C16H31NO10S3
C17272,Glucoarabin,C17H33NO10S3
C17273,Glucoaubrietin,C15H21NO10S2
C17274,Glucobarbarin,C15H21NO10S2
C17275,Glucosisymbrin,C10H19NO10S2
C17276,Retinol-(cellular-retinol-binding-protein),C20H30O
C17277,(+)-Valencene,C15H24
C17278,Ximenic acid,C26H50O2
C17279,Ximenoyl-CoA,C47H84N7O17P3S
C17280,GDP-4-keto-6-deoxy-D-lyxo-heptose,C17H25N5O16P2
C17281,GDP-6-deoxy-D-manno-heptose,C17H27N5O16P2
C17302,AL-294,C21H25ClO3
C17303,AL-321,C20H21NO3S
C17309,Cilazaprilat,C20H27N3O5
C17322,tRNA containing 2-thiouridine,C9H13N2O8PS(C5H8O6PR)n(C5H8O6PR)n
C17323,tRNA containing 5-carboxymethylaminomethyl-2-thiouridine,C12H18N3O10PS(C5H8O6PR)n(C5H8O6PR)n
C17324,tRNA adenine,C10H14N5O7P(C5H8O6PR)n(C5H8O6PR)n
C17325,tRNA cytosine,C9H14N3O8P(C5H8O6PR)n(C5H8O6PR)n
C17326,"CDP-4-dehydro-3,6-dideoxy-D-glucose epimer",C15H23N3O14P2
C17327,CDP-ascarylose,C15H25N3O14P2
C17328,UDP-4-keto-rhamnose,C15H22N2O16P2
C17331,"7alpha,24-Dihydroxy-4-cholesten-3-one",C27H44O3
C17332,"7alpha,25-Dihydroxy-4-cholesten-3-one",C27H44O3
C17333,3beta-Hydroxy-5-cholestenoate,C27H44O3
C17335,"3beta,7alpha-Dihydroxy-5-cholestenoate",C27H44O4
C17336,"7alpha,26-Dihydroxy-4-cholesten-3-one",C27H44O3
C17337,7alpha-Hydroxy-3-oxo-4-cholestenoate,C27H42O4
C17339,"4-Cholesten-7alpha,12alpha-diol-3-one",C27H44O3
C17343,"(25S)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oyl-CoA",C48H80N7O20P3S
C17345,"(25R)-3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA",C48H80N7O19P3S
C17346,"(25S)-3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA",C48H80N7O19P3S
C17349,Guanidine,CH5N3
C17350,Nocardicin B,C23H24N4O9
C17351,Nocardicin C,C23H26N4O8
C17352,Isonocardicin C,C23H26N4O8
C17353,Nocardicin D,C23H23N3O9
C17354,Nocardicin F,C19H17N3O7
C17355,Nocardicin G,C19H19N3O6
C17356,2-Formyloxymethylclavam,C7H9NO4
C17357,2-Hydroxymethylclavam,C6H9NO3
C17358,Clavam-2-carboxylate,C6H7NO4
C17359,8-Hydroxyalanylclavam,C8H12N2O5
C17360,Alanylclavam,C8H12N2O4
C17361,2-Hydroxyethylclavam,C7H11NO3
C17362,Clavamycin B,C13H22N4O8
C17363,Clavamycin C,C13H22N4O8
C17364,Clavamycin D,C13H21N3O6
C17365,Clavamycin E,C11H17N3O6
C17366,"(2S,5S)-trans-Carboxymethylproline",C7H11NO4
C17367,"(3S,5S)-Carbapenam-3-carboxylic acid",C7H9NO3
C17368,8-Dehydroxythienamycin,C11H16N2O3S
C17369,Northienamycin,C10H14N2O4S
C17370,PS-5,C13H18N2O4S
C17371,PS-6,C14H20N2O4S
C17372,Epithienamycin A,C13H18N2O5S
C17373,OA-6129 B1,C20H31N3O8S
C17374,OA-6129 B2,C20H31N3O8S
C17375,OA-6129 D,C20H33N3O8S
C17376,OA-6129 E,C21H35N3O8S
C17377,N-Acetylthienamycin,C13H18N2O5S
C17378,O-Acylpseudotropine,C9H14NO2R
C17379,Lead oxide,PbO
C17380,Diacetylaminoazotoluene,C18H19N3O2
C17381,Dihydroxyaluminum,Al(OH)2
C17382,Ferrous lactate,C6H10FeO6
C17383,Cobaltous sulfate,CoSO4
C17384,Citronellal,C10H18O
C17385,2-Methoxy-5-nitrophenol,C7H7NO4
C17386,2-Methoxy-4-nitrophenol,C7H7NO4
C17387,Cycleanine,C38H42N2O6
C17388,L-Galacturonic acid calcium salt,C12H18CaO14
C17389,Zinc lactate,C6H10O6Zn
C17390,Polybutene,(C4H8)x
C17391,Sakuranin,C22H24O10
C17392,Calcium sulfide,CaS
C17393,Methyl hesperidin,C29H36O15
C17394,Karounidiol,C30H48O2
C17395,Clavamycin F,C15H24N4O7
C17396,Epithienamycin B,C13H16N2O5S
C17397,Epithienamycin C,C13H18N2O5S
C17398,Epithienamycin D,C13H16N2O5S
C17399,Epithienamycin F,C13H18N2O8S2
C17400,Asparenomycin A,C14H16N2O6S
C17401,Cobalt-factor III,C43H46CoN4O16
C17402,Penicillin F,C14H20N2O4S
C17403,Penicillin K,C16H26N2O4S
C17404,Penicillin X,C16H18N2O5S
C17405,Penicillin O,C13H18N2O4S2
C17407,Tenofovir,C9H14N5O4P
C17409,Chinese gallotannin,C76H52O46
C17410,Platycodin D,C57H92O28
C17411,o-Methylpsychotrine,C29H38N2O4
C17412,Shikonin,C16H16O5
C17413,Acetylshikonin,C18H18O6
C17414,Isobutylshikonin,C20H22O6
C17415,"beta,beta-Dimethylacrylshikonin",C21H22O6
C17416,Astrapterocarpan,C17H16O5
C17417,Onjisaponin F,C75H112O36
C17418,Genisteine,C15H26N2
C17419,Soyasapogenol A,C30H50O4
C17420,Soyasapogenol E,C30H48O3
C17421,Soyasapogenol F,C30H50O3
C17422,Soyasapogenol C,C30H48O2
C17423,Soyasapogenol D,C31H52O3
C17424,Lindenenone,C15H16O2
C17425,Linderalactone,C15H16O3
C17426,Dicentrine,C20H21NO4
C17427,Kanokonol,C15H26O2
C17428,Kanokoside A,C21H32O12
C17429,Kanokoside B,C21H34O12
C17430,Kanokoside C,C27H42O17
C17431,Kanokoside D,C27H44O16
C17432,all-trans-Decaprenyl diphosphate,C50H84O7P2
C17433,Tricosane,C23H48
C17434,"di-trans,poly-cis-Hexaprenyl diphosphate",C30H52O7P2
C17435,"di-trans,poly-cis-Pentaprenyl diphosphate",C25H44O7P2
C17436,"di-trans,poly-cis-Heptaprenyl diphosphate",C35H60O7P2
C17437,"di-trans,poly-cis-Octaprenyl diphosphate",C40H68O7P2
C17438,"di-trans,poly-cis-Nonaprenyl diphosphate",C45H76O7P2
C17439,Dihydrogeranylgeranyl diphosphate,C20H38O7P2
C17440,Tetrahydrogeranylgeranyl diphosphate,C20H40O7P2
C17441,Polygalacin D,C57H92O27
C17442,Isomatrine,C15H24N2O
C17443,Platycodin A,C59H94O29
C17444,Kurarinol,C26H32O7
C17445,Kuraridinol,C26H32O7
C17446,Kurarinone,C26H30O6
C17447,"(3S,9Z)-1,9-Heptadecadiene-4,6-diyn-3-ol",C17H24O
C17449,Astilbin,C21H22O11
C17450,Rehmaionoside A,C19H34O8
C17451,Rehmaionoside B,C19H34O8
C17452,Rehmaionoside C,C19H32O8
C17453,Paeoniflorigenone,C17H18O6
C17454,Paeonilactone A,C10H14O4
C17455,Paeonilactone B,C10H12O4
C17456,Paeonilactone C,C17H18O6
C17457,Albiflorin,C23H28O11
C17458,Gallotannin,C27H24O18
C17459,Alisol A,C30H50O5
C17460,Alisol B,C30H48O4
C17461,Alisol C,C30H46O5
C17462,Alismol,C15H24O
C17463,Nupharidine,C15H23NO2
C17464,Nupharamine,C15H25NO2
C17465,Parishin B,C32H40O19
C17466,Parishin C,C32H40O19
C17467,p-Hydroxybenzyl alcohol,C7H8O2
C17468,Methylprotodioscin,C52H86O22
C17469,Pseudoprotodioscin,C51H82O21
C17470,Asparasaponin II,C45H74O18
C17471,Ophiopogonone A,C18H14O6
C17472,Ophiopogonone B,C18H16O5
C17473,Methylophiopogonone A,C19H16O6
C17474,Methylophiopogonone B,C19H18O5
C17475,Ophiopogonanone A,C18H16O6
C17476,Osthenol-7-O-beta-D-gentiobioside,C26H34O13
C17477,D-Galacturonic acid calcium salt,C12H18CaO14
C17478,Calcium oxalate,C2O4. Ca
C17479,Fraxidin,C11H10O5
C17480,Isofraxidin,C11H10O5
C17482,(-)-Deltoin,C19H20O5
C17483,Hamaudol,C15H16O5
C17484,sec-o-Glucosylhamaudol,C21H26O10
C17485,Ignavine,C27H31NO5
C17486,Coryneine,C11H18NO2
C17487,Platycodin C,C59H94O29
C17488,Furanogermenone,C15H20O2
C17489,"(4S,5S)-(+)-Germacrone 4,5-epoxide",C15H22O2
C17490,Zedoarol,C15H18O3
C17491,13-Hydroxygermacrone,C15H22O2
C17492,Curcumenone,C15H22O2
C17493,Curdione,C15H24O2
C17494,Turmerone,C15H22O
C17495,[8]-Gingerol,C19H30O4
C17496,[10]-Gingerol,C21H34O4
C17497,Zingerone,C11H14O3
C17498,Galanolactone,C20H30O3
C17499,Notopterol,C21H22O5
C17500,"6-Iminocyclohexa-2,4-dienone",C6H5NO
C17501,Cyperotundone,C15H22O
C17502,Sugetriol,C15H24O3
C17503,Cnidilin,C17H16O5
C17504,Sugeonol,C15H22O2
C17505,Cyperene,C15H24
C17506,Sugeonyl acetate,C17H24O3
C17507,Palmatoside G,C25H32O10
C17508,Isocolumbin,C20H22O6
C17509,Thymine dimer,C20H28N4O15P2(C5H8O5PR)n(C5H8O5PR)n
C17510,Two thymine residues (in DNA),C20H28N4O15P2(C5H8O5PR)n(C5H8O5PR)n
C17512,N-Methylanthranilamide,C8H10N2O
C17513,trans-Crocetin (beta-D-glucosyl) (beta-D-gentibiosyl) ester,C38H54O19
C17514,4-o-Galloylbergenin,C21H20O13
C17515,Capsi-amide,C17H35NO
C17516,Capsianside A,C76H124O33
C17517,beta-Terpineol,C10H18O
C17518,gamma-Terpineol,C10H18O
C17519,Amaroswerin,C29H30O14
C17520,11-o-Galloylbergenin,C21H20O13
C17521,Mallotinic acid,C34H26O23
C17522,Mallogenin-3-o-alpha-L-rhamnopyranoside,C29H44O9
C17523,Panogenin-3-o-alpha-L-rhamnopyranoside,C29H44O10
C17524,Coroglaucigenin-3-o-alpha-L-rhamnopyranoside,C29H44O9
C17525,Corotoxigenin-3-O-alpha-L-rhamnopyranoside,C29H42O9
C17526,Boivinide A,C36H54O14
C17527,Rengyol,C8H16O3
C17528,beta-Hydroxyacteoside,C29H36O16
C17529,(-)-Pinoresinol glucoside,C26H32O11
C17530,Methyl acetate,C3H6O2
C17531,Plantagoside,C21H22O12
C17532,Metoxadiazone,C10H10N2O4
C17533,Gambirtannine,C21H18N2O2
C17534,Cylindrin,C31H52O
C17535,Aplotaxene,C17H28
C17536,Sibiricoside A,C57H94O28
C17537,Sibiricoside B,C50H80O24
C17538,Cimigenol,C30H48O5
C17539,Chikusetsusaponin III,C47H80O17
C17540,Chikusetsusaponin IV,C47H74O18
C17541,Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-isoglutaminyl-L-lysyl-(glycyl)-D-alanyl-D-alanine,C96H160N10O26P2
C17542,Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-isoglutaminyl-L-lysyl-(glycyl)3-D-alanyl-D-alanine,C100H166N12O28P2
C17543,Chikusetsusaponin V,C48H76O19
C17544,Chikusetsusaponin Ia,C41H70O12
C17545,Chikusetsusaponin Ib,C47H74O18
C17546,Akeboside Stf,C47H76O17
C17547,Akeboside Std,C41H66O13
C17548,Akeboside Ste,C47H76O16
C17549,Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-(L-alanyl-L-alanyl)-D-alanyl-D-alanine,C100H166N10O28P2
C17550,Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-(L-alanyl)-D-alanyl-D-alanine,C97H161N9O27P2
C17551,2-Polyprenyl-6-hydroxyphenol,C11H14O2(C5H8)n
C17552,2-Polyprenyl-6-methoxyphenol,C12H16O2(C5H8)n
C17553,Condurango glycoside A,C53H78O17
C17554,"3,4-Dihydroxy-5-polyprenylbenzoate",C12H14O4(C5H8)n
C17555,Icariin,C33H40O15
C17556,"di-trans,poly-cis-Undecaprenyl phosphate",C55H91O4P
C17557,Lonicerin,C21H26N2O4
C17558,"di-trans,poly-cis-Undecaprenol",C55H90O
C17559,3-Methoxy-4-hydroxy-5-polyprenylbenzoate,C13H16O4(C5H8)n
C17560,"2-Polyprenyl-6-methoxy-1,4-benzoquinone",C12H14O3(C5H8)n
C17561,"2-Polyprenyl-3-methyl-6-methoxy-1,4-benzoquinone",C13H16O3(C5H8)n
C17562,"2-Polyprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone",C13H16O4(C5H8)n
C17563,Multinoside A,C27H30O16
C17564,Zizybeoside I,C19H28O11
C17565,Zizybeoside II,C25H38O16
C17566,Coixenolide,C38H70O4
C17567,Lotusine,C19H24NO3
C17568,Ubiquinone-6,C39H58O4
C17569,Ubiquinone-8,C49H74O4
C17570,"2-Methyl-6-solanyl-1,4-benzoquinol",C52H80O2
C17571,5'-Hydroxystreptomycin,C21H39N7O13
C17572,Bluensidine 6-phosphate,C8H17N4O9P
C17573,Bluensomycin,C21H39N5O14
