"Gene ID","Organism","Genomic Location (Gene)","Product Description","Gene Name or Symbol","Entrez Gene ID","UniProt ID(s)"
"AAEL022511","Aedes aegypti LVP_AGWG","AaegL5_2:351,689,176..351,689,993(-)","unspecified product","N/A","110676853,5569857","Q170C8"
"AAEL022512","Aedes aegypti LVP_AGWG","AaegL5_2:285,517,394..285,517,919(-)","unspecified product","N/A","5564819","N/A"
"AAEL022513","Aedes aegypti LVP_AGWG","AaegL5_3:341,802,147..341,802,631(-)","Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]","N/A","110677804,5578467,5578471,5578499,5578784,5578785,5579077,5579080,5579082","Q16IE4"
"AAEL022514","Aedes aegypti LVP_AGWG","AaegL5_3:210,161,842..210,165,588(-)","unspecified product","N/A","110679172","N/A"
"AAEL022515","Aedes aegypti LVP_AGWG","NIGP01001942:48,717..49,859(-)","unspecified product","N/A","110681284","N/A"
"AAEL022516","Aedes aegypti LVP_AGWG","AaegL5_2:132,190,880..132,191,863(+)","unspecified product","N/A","110676028","N/A"
"AAEL022517","Aedes aegypti LVP_AGWG","AaegL5_1:51,518,906..51,519,790(-)","unspecified product","N/A","110677681","N/A"
"AAEL022518","Aedes aegypti LVP_AGWG","NIGP01000988:30,573..31,627(-)","Histone H3 [Source:UniProtKB/TrEMBL;Acc:Q16N56]","N/A","5575810,5578462,5578462,5578466,5578786,5579067,5579070,5579085","Q16N56"
"AAEL022519","Aedes aegypti LVP_AGWG","AaegL5_2:449,916,393..449,916,835(+)","unspecified product","N/A","110676074","N/A"
"AAEL022520","Aedes aegypti LVP_AGWG","AaegL5_1:303,455,475..303,459,795(+)","unspecified product","N/A","110674343","N/A"
"AAEL022521","Aedes aegypti LVP_AGWG","NIGP01001469:37,375..55,771(-)","unspecified product","N/A","110681019","N/A"
"AAEL022522","Aedes aegypti LVP_AGWG","AaegL5_1:131,628,232..131,630,743(+)","unspecified product","N/A","110677131","N/A"
"AAEL022523","Aedes aegypti LVP_AGWG","NIGP01001789:1,464..3,308(-)","unspecified product","N/A","5565419","Q17NK2"
"AAEL022524","Aedes aegypti LVP_AGWG","AaegL5_2:57,981,936..57,982,829(+)","unspecified product","N/A","110676944","N/A"
"AAEL022525","Aedes aegypti LVP_AGWG","AaegL5_1:72,551,824..72,552,159(+)","unspecified product","N/A","110675283","N/A"
"AAEL022526","Aedes aegypti LVP_AGWG","AaegL5_2:88,512,900..88,513,852(-)","unspecified product","N/A","5571840","N/A"
"AAEL022527","Aedes aegypti LVP_AGWG","AaegL5_1:174,309,830..174,319,134(-)","unspecified product","N/A","110679332","N/A"
"AAEL022528","Aedes aegypti LVP_AGWG","NIGP01000988:50,556..51,398(-)","unspecified product","N/A","110680845","A0A1S4G789"
"AAEL022529","Aedes aegypti LVP_AGWG","AaegL5_3:264,889,548..264,890,012(-)","unspecified product","N/A","110679083","N/A"
"AAEL022530","Aedes aegypti LVP_AGWG","NIGP01000558:23,513..35,899(-)","unspecified product","N/A","5574010","N/A"
"AAEL022531","Aedes aegypti LVP_AGWG","AaegL5_3:267,008,483..267,008,996(+)","unspecified product","N/A","110679277","N/A"
"AAEL022532","Aedes aegypti LVP_AGWG","NIGP01000009:32,004..34,028(-)","unspecified product","N/A","110680192","N/A"
"AAEL022533","Aedes aegypti LVP_AGWG","AaegL5_2:151,140,157..151,140,485(-)","unspecified product","N/A","110676120","N/A"
"AAEL022534","Aedes aegypti LVP_AGWG","AaegL5_2:122,623,371..122,623,961(+)","unspecified product","N/A","110675979","N/A"
"AAEL022535","Aedes aegypti LVP_AGWG","AaegL5_1:305,612,063..305,830,911(-)","unspecified product","N/A","5576139","Q17H16,Q17H17"
"AAEL022536","Aedes aegypti LVP_AGWG","AaegL5_3:350,898,569..350,912,778(-)","unspecified product","N/A","110679014","N/A"
"AAEL022537","Aedes aegypti LVP_AGWG","AaegL5_3:189,277,471..189,278,441(-)","unspecified product","N/A","110679002","N/A"
"AAEL022538","Aedes aegypti LVP_AGWG","AaegL5_1:453,067..455,570(-)","Putative bisphosphate 3'-nucleotidase bpnt1/inositol polyphosphate 1-phosphatase [Source:UniProtKB/TrEMBL;Acc:A0A0P6IYC3]","N/A","110674709","A0A0P6IYC3"
"AAEL022539","Aedes aegypti LVP_AGWG","AaegL5_1:76,451,492..76,742,256(-)","unspecified product","N/A","110675390","N/A"
"AAEL022540","Aedes aegypti LVP_AGWG","AaegL5_3:120,181,512..120,191,408(+)","unspecified product","N/A","5566845","A0A0P6IUW3,A0A1S4EX16,Q17N51"
"AAEL022541","Aedes aegypti LVP_AGWG","AaegL5_2:227,741,846..227,742,125(-)","unspecified product","N/A","110675552","N/A"
"AAEL022542","Aedes aegypti LVP_AGWG","AaegL5_1:124,061,950..124,333,393(-)","unspecified product","N/A","110676975","N/A"
"AAEL022543","Aedes aegypti LVP_AGWG","AaegL5_3:161,080,800..161,082,625(+)","unspecified product","N/A","110678731,5578478","Q17P07"
"AAEL022544","Aedes aegypti LVP_AGWG","NIGP01000775:17,810..18,868(-)","unspecified product","N/A","110680652","N/A"
"AAEL022545","Aedes aegypti LVP_AGWG","AaegL5_1:45,805,238..45,806,731(-)","unspecified product","N/A","110676016","N/A"
"AAEL022546","Aedes aegypti LVP_AGWG","AaegL5_3:26,790,808..26,791,149(+)","unspecified product","N/A","110678985","N/A"
"AAEL022547","Aedes aegypti LVP_AGWG","AaegL5_3:147,320,467..147,332,904(-)","unspecified product","N/A","110678864","N/A"
"AAEL022548","Aedes aegypti LVP_AGWG","AaegL5_1:134,455,785..134,458,687(-)","unspecified product","N/A","110677186","Q16SF9"
"AAEL022549","Aedes aegypti LVP_AGWG","AaegL5_3:312,949,160..312,950,520(-)","unspecified product","N/A","110679705","N/A"
"AAEL022550","Aedes aegypti LVP_AGWG","NIGP01000988:23,754..24,229(-)","Histone H2B [Source:UniProtKB/TrEMBL;Acc:Q17EF1]","N/A","110680859,5578464,5578468,5579069,5579078,5579087","Q17EF1"
"AAEL022551","Aedes aegypti LVP_AGWG","AaegL5_3:296,427,252..296,455,590(-)","unspecified product","N/A","110677724","N/A"
"AAEL022552","Aedes aegypti LVP_AGWG","AaegL5_1:169,842,780..169,843,329(-)","unspecified product","N/A","110674550","N/A"
"AAEL022553","Aedes aegypti LVP_AGWG","AaegL5_2:279,338,684..279,339,901(+)","unspecified product","N/A","110675181","N/A"
"AAEL022554","Aedes aegypti LVP_AGWG","NIGP01001013:20,760..24,760(-)","unspecified product","N/A","110680869","N/A"
"AAEL022555","Aedes aegypti LVP_AGWG","NIGP01000996:15,786..16,273(+)","unspecified product","N/A","110680862","N/A"
"AAEL022556","Aedes aegypti LVP_AGWG","NIGP01000727:12,224..13,561(-)","unspecified product","N/A","110680629","Q170F8,Q17LN9"
"AAEL022557","Aedes aegypti LVP_AGWG","NIGP01000079:27,883..28,218(+)","unspecified product","N/A","110680226","N/A"
"AAEL022558","Aedes aegypti LVP_AGWG","AaegL5_3:237,372,256..237,376,532(-)","unspecified product","N/A","110679408","N/A"
"AAEL022559","Aedes aegypti LVP_AGWG","AaegL5_2:12,682,247..12,683,072(-)","unspecified product","N/A","110675332","N/A"
"AAEL022560","Aedes aegypti LVP_AGWG","AaegL5_2:100,925,043..100,926,200(-)","unspecified product","N/A","110675837","N/A"
"AAEL022561","Aedes aegypti LVP_AGWG","NIGP01000942:12,667..14,186(-)","Lumbrokinase-3(1) precursor, putative [Source:UniProtKB/TrEMBL;Acc:A0A1S4FEH1]","N/A","110680807","A0A1S4FEH1,Q175C4"
"AAEL022562","Aedes aegypti LVP_AGWG","AaegL5_3:250,636,910..250,638,770(-)","unspecified product","N/A","5572140","Q16VI8"
"AAEL022563","Aedes aegypti LVP_AGWG","AaegL5_2:222,876,055..222,876,817(+)","unspecified product","N/A","110675544","N/A"
"AAEL022564","Aedes aegypti LVP_AGWG","AaegL5_3:264,328,063..264,657,965(-)","unspecified product","N/A","110677921","N/A"
"AAEL022565","Aedes aegypti LVP_AGWG","NIGP01001902:7..12,215(+)","unspecified product","N/A","110681258","N/A"
"AAEL022566","Aedes aegypti LVP_AGWG","AaegL5_3:161,679,781..161,680,977(+)","unspecified product","N/A","110678441","N/A"
"AAEL022567","Aedes aegypti LVP_AGWG","AaegL5_3:156,676,253..156,677,043(-)","unspecified product","N/A","110679384","N/A"
"AAEL022568","Aedes aegypti LVP_AGWG","AaegL5_3:111,544,339..111,561,877(+)","unspecified product","N/A","5576776","Q16L56"
"AAEL022569","Aedes aegypti LVP_AGWG","AaegL5_3:374,025,584..374,026,109(+)","unspecified product","N/A","110678583","N/A"
"AAEL022570","Aedes aegypti LVP_AGWG","AaegL5_2:329,117,515..329,118,756(-)","unspecified product","N/A","5574655","N/A"
"AAEL022571","Aedes aegypti LVP_AGWG","NIGP01000709:14,180..14,841(+)","Histone H3 [Source:UniProtKB/TrEMBL;Acc:Q16N56]","N/A","110680608,5575810,5578462,5578466,5578786,5579067,5579070,5579085","Q16N56"
"AAEL022572","Aedes aegypti LVP_AGWG","AaegL5_1:81,544,076..81,545,311(+)","unspecified product","N/A","5571326","N/A"
"AAEL022573","Aedes aegypti LVP_AGWG","AaegL5_2:228,526,618..228,537,309(+)","unspecified product","N/A","110674020","Q16WI3"
"AAEL022574","Aedes aegypti LVP_AGWG","AaegL5_1:194,478,343..194,493,692(+)","unspecified product","N/A","5572743","A0A0P6IXW8,Q16U56"
"AAEL022575","Aedes aegypti LVP_AGWG","AaegL5_2:110,621,373..110,630,662(-)","unspecified product","N/A","110675912","N/A"
"AAEL022576","Aedes aegypti LVP_AGWG","AaegL5_1:265,088,035..265,089,138(+)","unspecified product","N/A","110674100","N/A"
"AAEL022577","Aedes aegypti LVP_AGWG","NIGP01001480:75,495..76,332(-)","RNA-binding protein precursor, putative [Source:UniProtKB/TrEMBL;Acc:A0A1S4FF78]","N/A","110681023","A0A1S4FF78,Q173T7"
"AAEL022578","Aedes aegypti LVP_AGWG","AaegL5_1:188,901,545..188,918,931(+)","Clip-domain serine protease [Source:UniProtKB/TrEMBL;Acc:Q1HQI3]","N/A","5578692","Q17EX6,Q1HQI3"
"AAEL022579","Aedes aegypti LVP_AGWG","AaegL5_2:261,592,952..261,593,910(-)","unspecified product","N/A","110676556","N/A"
"AAEL022580","Aedes aegypti LVP_AGWG","AaegL5_3:313,520,339..313,521,674(+)","unspecified product","N/A","5568969","N/A"
"AAEL022581","Aedes aegypti LVP_AGWG","AaegL5_2:403,809,624..403,810,541(-)","unspecified product","N/A","110676985","N/A"
"AAEL022582","Aedes aegypti LVP_AGWG","NIGP01001553:10,430..15,558(-)","unspecified product","N/A","110681051","N/A"
"AAEL022583","Aedes aegypti LVP_AGWG","AaegL5_3:341,099,567..341,100,017(+)","Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]","N/A","110678309,5578467,5578471,5578499,5578784,5578785,5579077,5579080,5579082","Q16IE4"
"AAEL022584","Aedes aegypti LVP_AGWG","NIGP01002026:854..1,608(+)","Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q173V2]","N/A","110681346,5568655,5578465,5579068,5579071,5579084,5579128","Q173V2"
"AAEL022585","Aedes aegypti LVP_AGWG","NIGP01000470:87,919..89,003(-)","unspecified product","N/A","110680464,5578985","Q17EK5"
"AAEL022586","Aedes aegypti LVP_AGWG","AaegL5_1:14,264,057..14,265,430(+)","unspecified product","N/A","110674748","N/A"
"AAEL022587","Aedes aegypti LVP_AGWG","AaegL5_3:2,733,053..2,733,497(+)","unspecified product","N/A","110678684","N/A"
"AAEL022588","Aedes aegypti LVP_AGWG","NIGP01002125:20,004..20,356(+)","unspecified product","N/A","110681418","N/A"
"AAEL022589","Aedes aegypti LVP_AGWG","AaegL5_1:21,363,526..21,929,152(+)","unspecified product","N/A","5575945","J9EB79,Q16MU3,Q16NA0,U5N1H2"
"AAEL022590","Aedes aegypti LVP_AGWG","AaegL5_2:149,932,727..149,945,002(-)","unspecified product","N/A","5568878","Q173D5"
"AAEL022591","Aedes aegypti LVP_AGWG","AaegL5_3:201,344,022..201,345,347(+)","unspecified product","N/A","110679287","N/A"
"AAEL022592","Aedes aegypti LVP_AGWG","AaegL5_2:76,169,561..76,170,158(-)","unspecified product","N/A","110677138","N/A"
"AAEL022593","Aedes aegypti LVP_AGWG","AaegL5_2:6,749,154..6,781,152(+)","unspecified product","N/A","5576514","A0A1S4FWV2,Q16LQ2"
"AAEL022594","Aedes aegypti LVP_AGWG","AaegL5_2:307,888,771..307,891,292(+)","unspecified product","N/A","110676715","N/A"
"AAEL022595","Aedes aegypti LVP_AGWG","AaegL5_1:62,455,721..62,457,167(+)","unspecified product","N/A","5570104","Q16IF3,Q16ZS1"
"AAEL022596","Aedes aegypti LVP_AGWG","AaegL5_3:206,507,759..206,508,644(-)","unspecified product","N/A","110678402","N/A"
"AAEL022597","Aedes aegypti LVP_AGWG","AaegL5_2:379,255,752..379,256,934(+)","unspecified product","N/A","110676936","N/A"
"AAEL022598","Aedes aegypti LVP_AGWG","NIGP01000552:105,754..106,990(-)","unspecified product","N/A","5576497","N/A"
"AAEL022599","Aedes aegypti LVP_AGWG","AaegL5_3:375,729,416..375,731,881(-)","unspecified product","N/A","110678830","N/A"
"AAEL022600","Aedes aegypti LVP_AGWG","AaegL5_2:138,986,938..138,987,797(-)","unspecified product","N/A","5574120","Q16RL2,Q17KR1"
"AAEL022601","Aedes aegypti LVP_AGWG","AaegL5_3:352,802,975..352,803,706(+)","unspecified product","N/A","110678631","N/A"
"AAEL022602","Aedes aegypti LVP_AGWG","AaegL5_1:101,797,524..101,798,562(-)","unspecified product","N/A","110676376","N/A"
"AAEL022603","Aedes aegypti LVP_AGWG","AaegL5_1:33,691,503..33,691,805(-)","unspecified product","N/A","110674843","N/A"
"AAEL022604","Aedes aegypti LVP_AGWG","AaegL5_3:372,363,528..372,379,558(+)","unspecified product","N/A","110678638","N/A"
"AAEL022605","Aedes aegypti LVP_AGWG","AaegL5_3:15,210,652..15,220,562(+)","unspecified product","N/A","23687512","N/A"
"AAEL022607","Aedes aegypti LVP_AGWG","AaegL5_3:269,495,893..269,497,541(+)","unspecified product","N/A","110679335","N/A"
"AAEL022608","Aedes aegypti LVP_AGWG","AaegL5_3:92,964,044..92,997,472(-)","unspecified product","N/A","5564640","Q17CZ4"
"AAEL022609","Aedes aegypti LVP_AGWG","AaegL5_2:131,216,306..131,474,139(-)","unspecified product","N/A","5566824","N/A"
"AAEL022610","Aedes aegypti LVP_AGWG","AaegL5_1:116,537,650..116,579,258(-)","unspecified product","N/A","110676773","N/A"
"AAEL022611","Aedes aegypti LVP_AGWG","AaegL5_2:325,962,453..326,265,654(-)","unspecified product","N/A","5568244","N/A"
"AAEL022612","Aedes aegypti LVP_AGWG","AaegL5_3:239,646,306..239,646,998(-)","unspecified product","N/A","110678068","N/A"
"AAEL022613","Aedes aegypti LVP_AGWG","NIGP01001023:26,466..27,470(+)","unspecified product","N/A","110680873","N/A"
"AAEL022614","Aedes aegypti LVP_AGWG","AaegL5_2:241,921,912..241,922,525(-)","unspecified product","N/A","110675595","N/A"
"AAEL022615","Aedes aegypti LVP_AGWG","AaegL5_1:23,847,534..23,850,446(-)","unspecified product","N/A","5575265","N/A"
"AAEL022616","Aedes aegypti LVP_AGWG","NIGP01001752:12,006..32,492(-)","unspecified product","N/A","110681156","N/A"
"AAEL022617","Aedes aegypti LVP_AGWG","AaegL5_2:229,853,551..229,854,019(-)","unspecified product","N/A","110676442","N/A"
"AAEL022618","Aedes aegypti LVP_AGWG","AaegL5_3:47,551,010..47,576,150(+)","unspecified product","N/A","110678963","N/A"
"AAEL022619","Aedes aegypti LVP_AGWG","AaegL5_2:186,584,875..186,585,969(+)","unspecified product","N/A","110676258","N/A"
"AAEL022620","Aedes aegypti LVP_AGWG","NIGP01001414:74,031..75,057(+)","unspecified product","N/A","110680995","N/A"
"AAEL022621","Aedes aegypti LVP_AGWG","AaegL5_3:271,717,632..271,723,666(+)","unspecified product","N/A","110677972","N/A"
"AAEL022622","Aedes aegypti LVP_AGWG","NIGP01000892:112,505..114,761(-)","unspecified product","N/A","5567133","N/A"
"AAEL022623","Aedes aegypti LVP_AGWG","NIGP01002109:12,268..14,615(-)","unspecified product","N/A","110681411","N/A"
"AAEL022624","Aedes aegypti LVP_AGWG","AaegL5_3:315,785,562..315,786,746(+)","unspecified product","N/A","110679561","N/A"
"AAEL022625","Aedes aegypti LVP_AGWG","AaegL5_3:88,848,604..88,860,672(+)","unspecified product","N/A","110678758","N/A"
"AAEL022626","Aedes aegypti LVP_AGWG","AaegL5_3:264,230,559..264,231,917(+)","unspecified product","N/A","110679225","N/A"
"AAEL022627","Aedes aegypti LVP_AGWG","AaegL5_3:174,680,293..174,680,977(+)","unspecified product","N/A","110679120","N/A"
"AAEL022628","Aedes aegypti LVP_AGWG","AaegL5_1:158,301,016..158,368,597(-)","unspecified product","N/A","110678777","A0A1S4G0M5"
"AAEL022629","Aedes aegypti LVP_AGWG","NIGP01000977:8,052..10,195(+)","unspecified product","N/A","110680827,5576273","Q16M46"
"AAEL022630","Aedes aegypti LVP_AGWG","AaegL5_2:266,133,222..266,134,897(-)","unspecified product","N/A","110675177","J9E9M9,J9I034"
"AAEL022631","Aedes aegypti LVP_AGWG","AaegL5_1:15,251,627..15,290,601(+)","unspecified product","N/A","5575968","Q16MR0,Q16NZ9"
"AAEL022632","Aedes aegypti LVP_AGWG","NIGP01000412:1,979..3,323(+)","unspecified product","N/A","110674016","N/A"
"AAEL022633","Aedes aegypti LVP_AGWG","AaegL5_3:6,543,322..6,544,366(+)","unspecified product","N/A","110678691","N/A"
"AAEL022634","Aedes aegypti LVP_AGWG","AaegL5_2:332,203,846..332,204,402(+)","unspecified product","N/A","110676793","N/A"
"AAEL022635","Aedes aegypti LVP_AGWG","AaegL5_2:115,256,143..115,256,861(+)","unspecified product","N/A","110675953","N/A"
"AAEL022636","Aedes aegypti LVP_AGWG","AaegL5_2:147,108,511..147,109,314(-)","unspecified product","N/A","110676100","N/A"
"AAEL022637","Aedes aegypti LVP_AGWG","AaegL5_1:190,518,260..191,351,822(+)","unspecified product","N/A","5577501","A0A0P6J0D7,Q17G52,Q17G54"
"AAEL022638","Aedes aegypti LVP_AGWG","AaegL5_1:69,928,780..69,929,296(+)","Putative 14.5 kDa salivary protein [Source:UniProtKB/TrEMBL;Acc:Q1HRF3]","N/A","110674832","Q1HRF3,Q1HRS8"
"AAEL022639","Aedes aegypti LVP_AGWG","AaegL5_2:267,220,033..267,221,020(+)","unspecified product","N/A","110676577","N/A"
"AAEL022640","Aedes aegypti LVP_AGWG","AaegL5_2:326,806,877..326,807,518(+)","unspecified product","N/A","110676768","N/A"
"AAEL022641","Aedes aegypti LVP_AGWG","AaegL5_2:161,625,906..161,626,855(+)","unspecified product","N/A","110676172","N/A"
"AAEL022642","Aedes aegypti LVP_AGWG","AaegL5_2:325,368,349..325,377,686(-)","unspecified product","N/A","110676763","N/A"
"AAEL022643","Aedes aegypti LVP_AGWG","NIGP01000807:23,411..23,932(-)","Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q173V2]","N/A","110680697,5568655,5578465,5579068,5579071,5579084,5579128","Q173V2"
"AAEL022644","Aedes aegypti LVP_AGWG","NIGP01000988:69,284..70,126(-)","unspecified product","N/A","110680831","A0A1S4G789"
"AAEL022645","Aedes aegypti LVP_AGWG","AaegL5_3:322,514,267..322,525,358(-)","unspecified product","N/A","5565744","A0A1S4F937,Q17BK1,Q17BK2"
"AAEL022646","Aedes aegypti LVP_AGWG","AaegL5_2:157,463,457..157,471,776(+)","Larval chymotrypsin-like protein [Source:UniProtKB/TrEMBL;Acc:Q8T639]","N/A","5570784","Q16YE4,Q8T639,Q9NGY6"
"AAEL022647","Aedes aegypti LVP_AGWG","AaegL5_2:146,302,883..146,304,207(+)","unspecified product","N/A","110676095","N/A"
"AAEL022648","Aedes aegypti LVP_AGWG","AaegL5_3:186,478,657..186,479,488(+)","unspecified product","N/A","110679196","N/A"
"AAEL022649","Aedes aegypti LVP_AGWG","AaegL5_1:152,962,655..152,995,751(+)","unspecified product","N/A","110678384","N/A"
"AAEL022650","Aedes aegypti LVP_AGWG","AaegL5_1:152,962,731..152,964,817(-)","unspecified product","N/A","110678394","N/A"
"AAEL022651","Aedes aegypti LVP_AGWG","NIGP01001046:18,583..19,288(-)","unspecified product","N/A","5576791","Q16L36"
"AAEL022652","Aedes aegypti LVP_AGWG","AaegL5_1:55,264,963..55,265,972(-)","unspecified product","N/A","110674261","N/A"
"AAEL022653","Aedes aegypti LVP_AGWG","AaegL5_3:53,530,751..53,559,535(+)","unspecified product","N/A","110678675,5578482","N/A"
"AAEL022654","Aedes aegypti LVP_AGWG","NIGP01000212:32,222..42,734(-)","unspecified product","N/A","110680318","N/A"
"AAEL022655","Aedes aegypti LVP_AGWG","AaegL5_3:22,107,604..22,108,357(-)","unspecified product","N/A","110678770","N/A"
"AAEL022656","Aedes aegypti LVP_AGWG","AaegL5_1:243,182,695..243,228,896(-)","unspecified product","N/A","5580082","Q17J23"
"AAEL022657","Aedes aegypti LVP_AGWG","AaegL5_1:111,658,445..111,729,101(+)","unspecified product","N/A","5570704","Q17L73"
"AAEL022658","Aedes aegypti LVP_AGWG","AaegL5_2:156,140,995..156,143,508(-)","unspecified product","N/A","110676151","N/A"
"AAEL022659","Aedes aegypti LVP_AGWG","AaegL5_3:286,114,787..286,117,265(-)","unspecified product","N/A","110678281","N/A"
"AAEL022660","Aedes aegypti LVP_AGWG","AaegL5_3:166,089,742..166,092,754(-)","unspecified product","N/A","110678926","N/A"
"AAEL022661","Aedes aegypti LVP_AGWG","AaegL5_2:41,914,588..41,986,613(+)","unspecified product","N/A","5570462","N/A"
"AAEL022662","Aedes aegypti LVP_AGWG","AaegL5_3:314,112,886..314,120,017(-)","unspecified product","N/A","110678500","N/A"
"AAEL022663","Aedes aegypti LVP_AGWG","AaegL5_2:448,835,489..448,837,125(-)","unspecified product","N/A","5569825","A0A1S4EYE1,Q17LM7"
"AAEL022664","Aedes aegypti LVP_AGWG","AaegL5_3:66,371,468..66,375,544(-)","unspecified product","N/A","110679435","N/A"
"AAEL022665","Aedes aegypti LVP_AGWG","NIGP01000727:35,381..36,719(-)","unspecified product","N/A","110680627","N/A"
"AAEL022666","Aedes aegypti LVP_AGWG","AaegL5_2:334,376,834..334,379,801(+)","unspecified product","N/A","5577124","Q16KE9"
"AAEL022667","Aedes aegypti LVP_AGWG","AaegL5_3:341,681,263..341,681,797(+)","Histone H3 [Source:UniProtKB/TrEMBL;Acc:Q16N56]","N/A","110678041,5575810,5578462,5578466,5578786,5579067,5579070,5579085","Q16N56"
"AAEL022668","Aedes aegypti LVP_AGWG","AaegL5_3:298,922,599..298,924,137(+)","unspecified product","N/A","110679720","N/A"
"AAEL022669","Aedes aegypti LVP_AGWG","AaegL5_3:109,703,379..109,705,199(-)","unspecified product","N/A","5577046","Q16KJ9,Q16NB5,Q16NB6,Q16SH4"
"AAEL022670","Aedes aegypti LVP_AGWG","NIGP01000819:56,289..56,872(-)","Histone H3 [Source:UniProtKB/TrEMBL;Acc:Q16N56]","N/A","110680724,5575810,5578462,5578466,5578786,5579067,5579070,5579085","Q16N56"
"AAEL022671","Aedes aegypti LVP_AGWG","AaegL5_3:153,825,648..153,826,814(+)","unspecified product","N/A","110679396","N/A"
"AAEL022672","Aedes aegypti LVP_AGWG","AaegL5_3:140,499,202..140,508,365(-)","unspecified product","N/A","5567593","N/A"
"AAEL022673","Aedes aegypti LVP_AGWG","NIGP01000288:24,863..25,189(-)","unspecified product","N/A","110680379","N/A"
"AAEL022674","Aedes aegypti LVP_AGWG","AaegL5_2:186,178,742..186,189,034(+)","unspecified product","N/A","5579630","A0A1S4G149,Q16H74"
"AAEL022675","Aedes aegypti LVP_AGWG","AaegL5_2:429,910,287..429,910,789(+)","unspecified product","N/A","110677079","N/A"
"AAEL022676","Aedes aegypti LVP_AGWG","AaegL5_3:324,595,318..324,601,838(-)","unspecified product","N/A","110679413","N/A"
"AAEL022677","Aedes aegypti LVP_AGWG","AaegL5_1:6,968,697..6,969,206(+)","unspecified product","N/A","110674352","N/A"
"AAEL022678","Aedes aegypti LVP_AGWG","AaegL5_3:185,821,722..185,822,466(+)","unspecified product","N/A","110679112","N/A"
"AAEL022679","Aedes aegypti LVP_AGWG","AaegL5_2:178,385,916..178,386,407(-)","unspecified product","N/A","N/A","Q16X48"
"AAEL022680","Aedes aegypti LVP_AGWG","AaegL5_1:64,446,602..64,494,528(-)","unspecified product","N/A","5564999","Q17CM9"
"AAEL022681","Aedes aegypti LVP_AGWG","AaegL5_1:34,924,620..34,926,223(-)","unspecified product","N/A","110674861","N/A"
"AAEL022682","Aedes aegypti LVP_AGWG","AaegL5_3:61,844,561..61,846,649(-)","unspecified product","N/A","110677726","N/A"
"AAEL022683","Aedes aegypti LVP_AGWG","AaegL5_2:226,894,876..226,895,700(+)","unspecified product","N/A","110675550","N/A"
"AAEL022684","Aedes aegypti LVP_AGWG","AaegL5_2:1,029,163..1,029,914(-)","unspecified product","N/A","110675261","N/A"
"AAEL022685","Aedes aegypti LVP_AGWG","AaegL5_3:395,144,044..395,144,575(+)","unspecified product","N/A","110679601","N/A"
"AAEL022686","Aedes aegypti LVP_AGWG","AaegL5_3:322,946,304..322,946,758(-)","unspecified product","N/A","110679661","N/A"
"AAEL022687","Aedes aegypti LVP_AGWG","AaegL5_1:144,484,152..144,510,764(-)","unspecified product","N/A","5565042","A0A1S4F7Y4,Q17CG6"
"AAEL022688","Aedes aegypti LVP_AGWG","AaegL5_3:329,084,517..329,085,179(-)","unspecified product","N/A","110678318","N/A"
"AAEL022689","Aedes aegypti LVP_AGWG","AaegL5_2:197,321,610..197,382,566(-)","unspecified product","N/A","5578851","N/A"
"AAEL022690","Aedes aegypti LVP_AGWG","AaegL5_3:341,706,394..341,706,964(-)","unspecified product","N/A","110678652","N/A"
"AAEL022691","Aedes aegypti LVP_AGWG","NIGP01000767:24,986..26,079(+)","unspecified product","N/A","110680650","N/A"
"AAEL022692","Aedes aegypti LVP_AGWG","AaegL5_2:31,098,519..31,101,246(+)","unspecified product","N/A","5573286","Q16T59,Q17IS1"
"AAEL022693","Aedes aegypti LVP_AGWG","AaegL5_1:218,488,259..218,520,994(-)","unspecified product","N/A","5574046","Q16RP4"
"AAEL022694","Aedes aegypti LVP_AGWG","AaegL5_1:251,712,382..251,718,100(-)","unspecified product","N/A","110674329","N/A"
"AAEL022695","Aedes aegypti LVP_AGWG","AaegL5_1:107,574,479..107,578,783(+)","unspecified product","N/A","5576459","A0A1S4F3A9,Q17GU6"
"AAEL022696","Aedes aegypti LVP_AGWG","AaegL5_2:68,115,909..68,117,419(-)","unspecified product","N/A","110675627","N/A"
"AAEL022697","Aedes aegypti LVP_AGWG","AaegL5_3:327,740,935..327,741,901(-)","unspecified product","N/A","5573788","Q0IG37,Q0IG38,Q16S34,Q16S35"
"AAEL022698","Aedes aegypti LVP_AGWG","AaegL5_2:209,309,333..209,323,935(-)","unspecified product","N/A","23687759","A0A1S4G5W0"
"AAEL022699","Aedes aegypti LVP_AGWG","NIGP01000230:23,662..25,061(+)","unspecified product","N/A","110680341","N/A"
"AAEL022700","Aedes aegypti LVP_AGWG","AaegL5_2:4,379,564..4,379,972(+)","unspecified product","N/A","110675291","N/A"
"AAEL022701","Aedes aegypti LVP_AGWG","AaegL5_3:341,908,597..341,909,096(+)","Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q173V2]","N/A","110677871,5568655,5578465,5579068,5579071,5579084,5579128","Q173V2"
