v2 LocusID,v1 LocusID,Uniprot Acc N°,EMBL
Ec-22_003000,Esi_0200_0057,,
Ec-22_003020,Esi_0200_0058,,
Ec-04_002820,Esi_0201_0001,D8LI12,CBN79348.1
Ec-04_002830,Esi_0201_0003,D8LI13,CBN79349.1
Ec-04_002840,Esi_0201_0005,D8LI14,CBN79350.1
Ec-04_002850,Esi_0201_0008,D8LI15,CBN79351.1
Ec-04_002860,Esi_0201_0011,D8LI16,CBN79352.1
Ec-04_002870,Esi_0201_0013,D8LI17,CBN79353.1
Ec-04_002880,Esi_0201_0014,D8LI18,CBN79354.1
Ec-04_002890,Esi_0201_0015,D8LI19,CBN79355.1
Ec-04_002910,Esi_0201_0016,D8LI20,CBN79356.1
Ec-04_002930,Esi_0201_0019,D8LI21,CBN79357.1
Ec-04_002950,Esi_0201_0021,D8LI22,CBN79358.1
Ec-04_002960,Esi_0201_0024,D8LI23,CBN79359.1
Ec-04_002970,Esi_0201_0025,D8LI24,CBN79360.1
Ec-04_002980,Esi_0201_0026,D8LI25,CBN79361.1
Ec-04_002990,Esi_0201_0027,D8LI26,CBN79362.1
Ec-04_003000,Esi_0201_0029,D8LI27,CBN79363.1
Ec-04_003010,Esi_0201_0031,D8LI28,CBN79364.1
Ec-04_003020,Esi_0201_0032,D8LI29,CBN79365.1
,Esi_0201_0033,D8LI30,CBN79366.2
Ec-04_003030,Esi_0201_0034,D8LI31,CBN79367.1
Ec-04_003040,Esi_0201_0035,D8LI32,CBN79368.1
Ec-04_003050,Esi_0201_0037,D8LI33,CBN79369.1
Ec-04_003060,Esi_0201_0038,D8LI34,CBN79370.1
Ec-04_003080,Esi_0201_0039,D8LI35,CBN79371.1
Ec-04_003090,Esi_0201_0040,D8LI36,CBN79372.1
,Esi_0201_0041,D8LI37,CBN79373.1
Ec-04_003100,Esi_0201_0043,D8LI38,CBN79374.1
Ec-04_003120,Esi_0201_0044,D8LI39,CBN79375.1
Ec-04_003130,Esi_0201_0045,D8LI40,CBN79376.1
Ec-04_003140,Esi_0201_0047,D8LI41,CBN79377.1
Ec-04_003150,Esi_0201_0048,D8LI42,CBN79378.2
Ec-04_003160,Esi_0201_0049,D8LI43,CBN79379.1
Ec-04_003110,Esi_0201_0050,,
Ec-04_002900,Esi_0201_0053,,
Ec-04_002920,Esi_0201_0054,,
Ec-04_002940,Esi_0201_0055,,
Ec-04_003070,Esi_0201_0056,,
Ec-26_005170,Esi_0202_0001,D8LI44,CBN79380.1
Ec-26_005180,Esi_0202_0009,D8LI45,CBN79381.1
Ec-26_005190,Esi_0202_0014,D8LI46,CBN79382.1
Ec-26_005200,Esi_0202_0015,D8LI47,CBN79383.1
Ec-26_005210,Esi_0202_0016,D8LI48,CBN79384.1
Ec-26_005220,Esi_0202_0021,D8LI49,CBN79385.1
Ec-26_005230,Esi_0202_0024,D8LI50,CBN79386.1
Ec-26_005240,Esi_0202_0026,D8LI51,CBN79387.1
Ec-26_005250,Esi_0202_0028,D8LI52,CBN79388.1
Ec-26_005260,Esi_0202_0029,D8LI53,CBN79389.1
Ec-26_005270,Esi_0202_0031,D8LI54,CBN79390.2
Ec-26_005280,Esi_0202_0032,D8LI55,CBN79391.1
Ec-26_005290,Esi_0202_0033,D8LI56,CBN79392.1
Ec-26_005300,Esi_0202_0035,D8LI57,CBN79393.1
Ec-26_005310,Esi_0202_0038,D8LI58,CBN79394.1
Ec-26_005320,Esi_0202_0039,D8LI59,CBN79395.1
Ec-26_005330,Esi_0202_0041,D8LI60,CBN79396.1
Ec-26_005340,Esi_0202_0042,D8LI61,CBN79397.1
Ec-26_005350,Esi_0202_0043,D8LI62,CBN79398.1
Ec-26_005360,Esi_0202_0044,D8LI63,CBN79399.1
Ec-26_005370,Esi_0202_0046,D8LI64,CBN79400.1
Ec-26_005380,Esi_0202_0049,D8LI65,CBN79401.1
Ec-26_005390,Esi_0202_0050,D8LI66,CBN79402.1
Ec-26_005400,Esi_0202_0052,D8LI67,CBN79403.1
Ec-26_005410,Esi_0202_0054,D8LI68,CBN79404.1
Ec-01_008780,Esi_0203_0001,D7FQI4,CBJ30579.1
Ec-01_008790,Esi_0203_0002,D7FQI5,CBJ30580.1
Ec-01_008800,Esi_0203_0004,D7FQI6,CBJ30581.1
Ec-01_008830,Esi_0203_0006,D7FQI7,CBJ30582.1
Ec-01_008840,Esi_0203_0007,D7FQI8,CBJ30583.1
Ec-01_008850,Esi_0203_0008,D7FQI9,CBJ30584.1
Ec-01_008860,Esi_0203_0009,D7FQJ0,CBJ30585.1
Ec-01_008870,Esi_0203_0010,D7FQJ1,CBJ30586.1
Ec-01_008880,Esi_0203_0011,D7FQJ2,CBJ30587.1
Ec-01_008890,Esi_0203_0012,D7FQJ3,CBJ30588.1
Ec-01_008900,Esi_0203_0013,D7FQJ4,CBJ30589.1
Ec-01_008910,Esi_0203_0014,D7FQJ5,CBJ30590.1
Ec-01_008930,Esi_0203_0016,D7FQJ6,CBJ30591.1
Ec-01_008940,Esi_0203_0019,D7FQJ7,CBJ30592.1
Ec-01_008950,Esi_0203_0021,D7FQJ8,CBJ30593.1
Ec-01_008960,Esi_0203_0022,D7FQJ9,CBJ30594.1
Ec-01_008970,Esi_0203_0024,D7FQK0,CBJ30595.1
Ec-01_008980,Esi_0203_0029,D7FQK1,CBJ30596.1
Ec-01_009000,Esi_0203_0030,D7FQK2,CBJ30597.1
Ec-01_009010,Esi_0203_0032,D7FQK3,CBJ30598.1
Ec-01_009030,Esi_0203_0035,D7FQK4,CBJ30599.1
Ec-01_009040,Esi_0203_0037,D7FQK5,CBJ30600.1
Ec-01_009050,Esi_0203_0038,D7FQK6,CBJ30601.1
Ec-01_009060,Esi_0203_0039,D7FQK7,CBJ30602.1
Ec-01_009070,Esi_0203_0040,D7FQK8,CBJ30603.1
Ec-01_009080,Esi_0203_0041,D7FQK9,CBJ30604.1
Ec-01_009090,Esi_0203_0042,D7FQL0,CBJ30605.1
Ec-01_009100,Esi_0203_0044,D7FQL1,CBJ30606.1
Ec-01_009140,Esi_0203_0046,D7FQL2,CBJ30607.1
Ec-01_009160,Esi_0203_0047,D7FQL3,CBJ30608.1
Ec-01_009170,Esi_0203_0051,D7FQL4,CBJ30609.1
Ec-01_009180,Esi_0203_0052,D7FQL5,CBJ30610.1
Ec-01_009200,Esi_0203_0053,D7FQL6,CBJ30611.1
Ec-01_009210,Esi_0203_0056,D7FQL7,CBJ30612.1
Ec-01_009220,Esi_0203_0057,D7FQL8,CBJ30613.1
Ec-01_009230,Esi_0203_0058,D7FQL9,CBJ30614.1
Ec-01_008990,Esi_0203_0063,,
Ec-01_008810,Esi_0203_0066,,
Ec-01_009020,Esi_0203_0067,,
Ec-01_008820,Esi_0203_0068,,
Ec-01_009110,Esi_0203_0069,,
Ec-01_009120,Esi_0203_0070,,
Ec-01_009130,Esi_0203_0071,,
Ec-01_009150,Esi_0203_0072,,
Ec-01_009190,Esi_0203_0073,,
Ec-01_008920,Esi_0203_0074,,
Ec-05_000400,Esi_0204_0013,D7FQM0,CBJ30615.1
Ec-05_000440,Esi_0204_0023,D7FQM1,CBJ30616.1
Ec-05_000450,Esi_0204_0025,D7FQM2,CBJ30617.1
Ec-05_000470,Esi_0204_0028,D7FQM3,CBJ30618.1
Ec-05_000510,Esi_0204_0052,D7FQM4,CBJ30619.1
Ec-05_000520,Esi_0204_0058,D7FQM5,CBJ30620.1
Ec-05_000490,Esi_0204_0072,,
Ec-05_000500,Esi_0204_0073,,
Ec-05_000430,Esi_0204_0074,,
Ec-05_000410,Esi_0204_0075,,
Ec-05_000420,Esi_0204_0076,,
Ec-05_000460,Esi_0204_0077,,
Ec-05_000480,Esi_0204_0078,,
Ec-05_000370,Esi_0204_0079,,
Ec-05_000380,Esi_0204_0080,,
Ec-05_000390,Esi_0204_0081,,
Ec-16_000900,Esi_0205_0005,D7FQM6,CBJ30621.1
Ec-16_000910,Esi_0205_0006,D7FQM7,CBJ30622.1
Ec-16_000920,Esi_0205_0012,D7FQM8,CBJ30623.1
Ec-16_000930,Esi_0205_0014,D7FQM9,CBJ30624.1
Ec-16_000940,Esi_0205_0021,D7FQN0,CBJ30625.1
Ec-16_000950,Esi_0205_0025,D7FQN1,CBJ30626.1
Ec-16_000960,Esi_0205_0026,D7FQN2,CBJ30627.1
Ec-16_000990,Esi_0205_0031,D7FQN3,CBJ30628.1
,Esi_0205_0033,D7FQN4,CBJ30629.1
Ec-16_001000,Esi_0205_0043,D7FQN5,CBJ30630.1
Ec-16_001010,Esi_0205_0046,D7FQN6,CBJ30631.1
Ec-16_001020,Esi_0205_0047,D7FQN7,CBJ30632.1
Ec-16_001030,Esi_0205_0050,D7FQN8,CBJ30633.1
Ec-16_001060,Esi_0205_0051,D7FQN9,CBJ30634.1
Ec-16_001070,Esi_0205_0053,D7FQP0,CBJ30635.1
Ec-16_001080,Esi_0205_0055,D7FQP1,CBJ30636.1
Ec-16_001090,Esi_0205_0056,D7FQP2,CBJ30637.1
Ec-16_001100,Esi_0205_0057,D7FQP3,CBJ30638.1
Ec-16_001110,Esi_0205_0059,D7FQP4,CBJ30639.1
Ec-16_001040,Esi_0205_0065,,
Ec-16_001050,Esi_0205_0066,,
Ec-16_000970,Esi_0205_0067,,
Ec-16_000980,Esi_0205_0068,,
Ec-16_001120,Esi_0205_0069,,
Ec-14_003360,Esi_0206_0001,D8LI69,CBN75891.1
Ec-14_003380,Esi_0206_0003,D8LI70,CBN75892.1
Ec-14_003390,Esi_0206_0004,D8LI71,CBN75893.1
Ec-14_003400,Esi_0206_0005,D8LI72,CBN75894.1
Ec-14_003410,Esi_0206_0006,D8LI73,CBN75895.1
Ec-14_003420,Esi_0206_0009,D8LI74,CBN75896.1
Ec-14_003440,Esi_0206_0012,D8LI75,CBN75897.1
Ec-14_003460,Esi_0206_0015,D8LI76,CBN75898.1
Ec-14_003470,Esi_0206_0017,D8LI77,CBN75899.1
Ec-14_003480,Esi_0206_0020,D8LI78,CBN75900.1
Ec-14_003500,Esi_0206_0021,D8LI79,CBN75901.1
Ec-14_003510,Esi_0206_0024,D8LI80,CBN75902.1
Ec-14_003520,Esi_0206_0025,D8LI81,CBN75903.1
Ec-14_003540,Esi_0206_0027,D8LI82,CBN75904.1
Ec-14_003560,Esi_0206_0030,D8LI83,CBN75905.1
Ec-14_003570,Esi_0206_0032,D8LI84,CBN75906.1
Ec-14_003580,Esi_0206_0034,D8LI85,CBN75907.1
Ec-14_003590,Esi_0206_0035,D8LI86,CBN75908.1
Ec-14_003600,Esi_0206_0036,D8LI87,CBN75909.1
Ec-14_003610,Esi_0206_0037,D8LI88,CBN75910.1
Ec-14_003620,Esi_0206_0038,D8LI89,CBN75911.1
Ec-14_003630,Esi_0206_0039,D8LI90,CBN75912.1
Ec-14_003640,Esi_0206_0040,D8LI91,CBN75913.1
,Esi_0206_0041,D8LI92,CBN75914.1
Ec-14_003650,Esi_0206_0044,D8LI93,CBN75915.1
,Esi_0206_0045,D8LI94,CBN75916.1
Ec-14_003660,Esi_0206_0048,D8LI95,CBN75917.1
Ec-14_003680,Esi_0206_0052,D8LI96,CBN75918.1
Ec-14_003690,Esi_0206_0054,D8LI97,CBN75919.1
Ec-14_003700,Esi_0206_0055,D8LI98,CBN75920.1
Ec-14_003710,Esi_0206_0057,D8LI99,CBN75921.1
Ec-14_003370,Esi_0206_0058,D8LIA0,CBN75922.1
Ec-14_003720,Esi_0206_0060,D8LIA1,CBN75923.1
Ec-14_003670,Esi_0206_0066,,
Ec-14_003490,Esi_0206_0067,,
Ec-14_003450,Esi_0206_0068,,
Ec-14_003530,Esi_0206_0069,,
Ec-14_003550,Esi_0206_0070,,
Ec-14_003430,Esi_0206_0071,,
Ec-01_000020,Esi_0207_0001,D7FQP5,CBJ49152.1
Ec-01_000030,Esi_0207_0002,D7FQP6,CBJ49153.1
Ec-01_000050,Esi_0207_0004,D7FQP7,CBJ49154.1
Ec-01_000060,Esi_0207_0005,D7FQP8,CBJ49155.1
Ec-01_000070,Esi_0207_0008,D7FQP9,CBJ49156.1
Ec-01_000080,Esi_0207_0010,D7FQQ0,CBJ49157.1
Ec-01_000100,Esi_0207_0011,D7FQQ1,CBJ49158.1
Ec-01_000090,Esi_0207_0012,D7FQQ2,CBJ49159.1
Ec-01_000110,Esi_0207_0013,D7FQQ3,CBJ49160.1
Ec-01_000120,Esi_0207_0016,D7FQQ4,CBJ49161.1
Ec-01_000130,Esi_0207_0018,D7FQQ5,CBJ49162.1
Ec-01_000140,Esi_0207_0020,D7FQQ6,CBJ49163.1
Ec-01_000150,Esi_0207_0021,D7FQQ7,CBJ49164.1
Ec-01_000160,Esi_0207_0023,D7FQQ8,CBJ49165.1
Ec-01_000170,Esi_0207_0025,D7FQQ9,CBJ49166.1
Ec-01_000180,Esi_0207_0027,D7FQR0,CBJ49167.1
Ec-01_000190,Esi_0207_0029,D7FQR1,CBJ49168.1
Ec-01_000200,Esi_0207_0030,D7FQR2,CBJ49169.1
Ec-01_000210,Esi_0207_0031,D7FQR3,CBJ49170.1
Ec-01_000220,Esi_0207_0033,D7FQR4,CBJ49171.1
Ec-01_000230,Esi_0207_0034,D7FQR5,CBJ49172.1
Ec-01_000240,Esi_0207_0039,D7FQR6,CBJ49173.1
Ec-01_000250,Esi_0207_0040,D7FQR7,CBJ49174.1
Ec-01_000260,Esi_0207_0041,D7FQR8,CBJ49175.1
Ec-01_000270,Esi_0207_0043,D7FQR9,CBJ49176.1
Ec-01_000280,Esi_0207_0046,D7FQS0,CBJ49177.1
Ec-01_000290,Esi_0207_0047,D7FQS1,CBJ49178.1
Ec-01_000300,Esi_0207_0048,D7FQS2,CBJ49179.1
Ec-01_000310,Esi_0207_0050,D7FQS3,CBJ49180.1
Ec-01_000320,Esi_0207_0052,D7FQS4,CBJ49181.1
Ec-01_000330,Esi_0207_0055,D7FQS5,CBJ49182.1
Ec-01_000340,Esi_0207_0057,D7FQS6,CBJ49183.1
Ec-01_000360,Esi_0207_0060,D7FQS7,CBJ49184.1
Ec-01_000370,Esi_0207_0062,D7FQS8,CBJ49185.1
Ec-01_000380,Esi_0207_0063,D7FQS9,CBJ49186.1
Ec-01_000350,Esi_0207_0070,,
Ec-01_000010,Esi_0207_0071,,
Ec-01_000040,Esi_0207_0072,,
,Esi_0208_0001,D7FQT0,CBJ30640.1
Ec-16_000650,Esi_0208_0002,D7FQT1,CBJ30641.1
,Esi_0208_0004,D7FQT2,CBJ30642.1
Ec-16_000630,Esi_0208_0005,D7FQT3,CBJ30643.1
Ec-16_000640,Esi_0208_0007,D7FQT4,CBJ30644.1
Ec-16_000860,Esi_0208_0009,D7FQT5,CBJ30645.1
,Esi_0208_0010,D7FQT6,CBJ30646.1
Ec-16_000660,Esi_0208_0011,D7FQT7,CBJ30647.1
Ec-16_000690,Esi_0208_0029,D7FQT8,CBJ30648.1
Ec-16_000700,Esi_0208_0033,D7FQT9,CBJ30649.1
Ec-16_000720,Esi_0208_0035,D7FQU1,CBJ30651.1
Ec-16_000710,Esi_0208_0036,D7FQU0,CBJ30650.1
Ec-16_000730,Esi_0208_0038,D7FQU2,CBJ30652.1
Ec-16_000740,Esi_0208_0040,D7FQU3,CBJ30653.1
Ec-16_000760,Esi_0208_0041,D7FQU4,CBJ30654.1
Ec-16_000770,Esi_0208_0042,D7FQU5,CBJ30655.1
Ec-16_000800,Esi_0208_0044,D7FQU6,CBJ30656.1
Ec-16_000820,Esi_0208_0045,D7FQU7,CBJ30657.1
Ec-16_000830,Esi_0208_0047,D7FQU8,CBJ30658.1
Ec-16_000840,Esi_0208_0049,D7FQU9,CBJ30659.1
Ec-16_000850,Esi_0208_0050,D7FQV0,CBJ30660.1
Ec-16_000870,Esi_0208_0052,D7FQV1,CBJ30661.1
,Esi_0208_0053,D7FQV2,CBJ30662.1
Ec-16_000890,Esi_0208_0054,D7FQV3,CBJ30663.1
Ec-16_000880,Esi_0208_0059,,
Ec-16_000780,Esi_0208_0061,,
Ec-16_000790,Esi_0208_0062,,
Ec-16_000750,Esi_0208_0063,,
Ec-16_000810,Esi_0208_0064,,
Ec-16_000670,Esi_0208_0065,,
Ec-16_000680,Esi_0208_0066,,
Ec-02_003000,Esi_0209_0007,D7FQV4,CBJ30664.1
Ec-02_003030,Esi_0209_0011,D7FQV5,CBJ30665.1
Ec-02_003040,Esi_0209_0014,D7FQV6,CBJ30666.1
Ec-02_003050,Esi_0209_0016,D7FQV7,CBJ30667.1
Ec-02_003060,Esi_0209_0017,D7FQV8,CBJ30668.1
Ec-02_003090,Esi_0209_0026,D7FQV9,CBJ30669.1
,Esi_0209_0029,D7FQW0,CBJ30670.1
Ec-02_003100,Esi_0209_0031,D7FQW1,CBJ30671.1
Ec-02_003110,Esi_0209_0032,D7FQW2,CBJ30672.1
Ec-02_003120,Esi_0209_0035,D7FQW3,CBJ30673.1
Ec-02_003130,Esi_0209_0036,D7FQW4,CBJ30674.1
Ec-02_003140,Esi_0209_0037,D7FQW5,CBJ30675.1
Ec-02_003150,Esi_0209_0038,D7FQW6,CBJ30676.1
Ec-02_003160,Esi_0209_0039,D7FQW7,CBJ30677.1
Ec-02_003170,Esi_0209_0042,D7FQW8,CBJ30678.1
Ec-02_003190,Esi_0209_0045,D7FQW9,CBJ30679.1
Ec-02_003200,Esi_0209_0047,D7FQX0,CBJ30680.1
Ec-02_003210,Esi_0209_0048,D7FQX1,CBJ30681.1
,Esi_0209_0049,D7FQX2,CBJ30682.1
,Esi_0209_0050,D7FQX3,CBJ30683.1
Ec-02_003270,Esi_0209_0051,D7FQX4,CBJ30684.1
Ec-02_003220,Esi_0209_0056,,
Ec-02_003230,Esi_0209_0057,,
Ec-02_003240,Esi_0209_0058,,
Ec-02_003250,Esi_0209_0059,,
Ec-02_003260,Esi_0209_0060,,
Ec-02_003070,Esi_0209_0061,,
Ec-02_003080,Esi_0209_0062,,
Ec-02_003180,Esi_0209_0063,,
Ec-02_003010,Esi_0209_0064,,
Ec-02_003020,Esi_0209_0065,,
,Esi_0210_0001,D8LIA2,CBN79405.1
Ec-24_001400,Esi_0210_0002,D8LIA3,CBN79406.1
Ec-24_001410,Esi_0210_0003,D8LIA4,CBN79407.1
,Esi_0210_0004,D8LIA5,CBN79408.1
Ec-24_001420,Esi_0210_0006,D8LIA6,CBN79409.1
Ec-24_001430,Esi_0210_0008,D8LIA7,CBN79410.1
Ec-24_001440,Esi_0210_0009,D8LIA8,CBN79411.1
Ec-24_001450,Esi_0210_0010,D8LIA9,CBN79412.1
Ec-24_001460,Esi_0210_0012,D8LIB0,CBN79413.1
Ec-24_001480,Esi_0210_0013,D8LIB1,CBN79414.1
Ec-24_001490,Esi_0210_0014,D8LIB2,CBN79415.1
Ec-24_001500,Esi_0210_0018,D8LIB3,CBN79416.1
Ec-24_001510,Esi_0210_0019,D8LIB4,CBN79417.1
Ec-24_001520,Esi_0210_0021,D8LIB5,CBN79418.1
Ec-24_001530,Esi_0210_0023,D8LIB6,CBN79419.1
Ec-24_001540,Esi_0210_0024,D8LIB7,CBN79420.1
Ec-24_001550,Esi_0210_0028,D8LIB8,CBN79421.1
Ec-24_001570,Esi_0210_0032,D8LIB9,CBN79422.2
Ec-24_001590,Esi_0210_0033,D8LIC0,CBN79423.1
Ec-24_001600,Esi_0210_0036,D8LIC1,CBN79424.1
Ec-24_001620,Esi_0210_0039,D8LIC2,CBN79425.1
Ec-24_001630,Esi_0210_0040,D8LIC3,CBN79426.1
Ec-24_001640,Esi_0210_0041,D8LIC4,CBN79427.1
Ec-24_001650,Esi_0210_0043,D8LIC5,CBN79428.1
Ec-24_001660,Esi_0210_0044,D8LIC6,CBN79429.1
Ec-24_001580,Esi_0210_0050,,
Ec-24_001470,Esi_0210_0051,,
Ec-24_001560,Esi_0210_0052,,
Ec-24_001610,Esi_0210_0053,,
Ec-08_005260,Esi_0211_0001,D7FR62,CBJ49187.1
Ec-08_005250,Esi_0211_0003,D7FR63,CBJ49188.1
Ec-08_005240,Esi_0211_0004,D7FR64,CBJ49189.1
Ec-08_005230,Esi_0211_0005,D7FR65,CBJ49190.1
Ec-08_005220,Esi_0211_0009,D7FR66,CBJ49191.1
Ec-08_005210,Esi_0211_0010,D7FR67,CBJ49192.1
Ec-08_005200,Esi_0211_0012,D7FR68,CBJ49193.1
Ec-08_005190,Esi_0211_0014,D7FR69,CBJ49194.1
Ec-08_005180,Esi_0211_0016,D7FR70,CBJ49195.1
Ec-08_005160,Esi_0211_0017,D7FR71,CBJ49196.1
Ec-08_005150,Esi_0211_0018,D7FR72,CBJ49197.1
Ec-08_005130,Esi_0211_0019,D7FR73,CBJ49198.1
Ec-08_005120,Esi_0211_0020,D7FR74,CBJ49199.1
Ec-08_005100,Esi_0211_0022,D7FR75,CBJ49200.1
Ec-08_005090,Esi_0211_0023,D7FR76,CBJ49201.1
Ec-08_005080,Esi_0211_0024,D7FR77,CBJ49202.1
Ec-08_005070,Esi_0211_0025,D7FR78,CBJ49203.1
Ec-08_005050,Esi_0211_0027,D7FR79,CBJ49204.1
Ec-08_005040,Esi_0211_0028,D7FR80,CBJ49205.1
Ec-08_005030,Esi_0211_0029,D7FR81,CBJ49206.1
Ec-08_005020,Esi_0211_0030,D7FR82,CBJ49207.1
Ec-08_005010,Esi_0211_0032,D7FR83,CBJ49208.1
Ec-08_005000,Esi_0211_0033,D7FR84,CBJ49209.1
Ec-08_004990,Esi_0211_0035,D7FR85,CBJ49210.1
Ec-08_004980,Esi_0211_0036,D7FR86,CBJ49211.1
Ec-08_004970,Esi_0211_0041,D7FR87,CBJ49212.1
Ec-08_004960,Esi_0211_0042,D7FR88,CBJ49213.1
Ec-08_004960,Esi_0211_0043,D7FR89,CBJ49214.1
Ec-08_004950,Esi_0211_0044,D7FR90,CBJ49215.1
Ec-08_004940,Esi_0211_0046,D7FR91,CBJ49216.1
Ec-08_004920,Esi_0211_0047,D7FR92,CBJ49217.1
Ec-08_004910,Esi_0211_0048,D7FR93,CBJ49218.1
Ec-08_005170,Esi_0211_0056,,
Ec-08_005140,Esi_0211_0057,,
Ec-08_005110,Esi_0211_0058,,
Ec-08_005060,Esi_0211_0059,,
Ec-08_004930,Esi_0211_0060,,
Ec-26_002310,Esi_0212_0001,D7FR94,CBJ30685.1
Ec-26_002330,Esi_0212_0006,D7FR95,CBJ30686.1
Ec-26_002340,Esi_0212_0007,D7FR96,CBJ30687.1
Ec-26_002350,Esi_0212_0009,D7FR97,CBJ30688.1
Ec-26_002360,Esi_0212_0010,D7FR98,CBJ30689.1
Ec-26_002370,Esi_0212_0012,D7FR99,CBJ30690.1
Ec-26_002380,Esi_0212_0014,D7FRA0,CBJ30691.1
Ec-26_002390,Esi_0212_0016,D7FRA1,CBJ30692.1
Ec-26_002400,Esi_0212_0018,D7FRA2,CBJ30693.1
Ec-26_002410,Esi_0212_0019,D7FRA3,CBJ30694.1
Ec-26_002420,Esi_0212_0021,D7FRA4,CBJ30695.1
Ec-26_002430,Esi_0212_0023,D7FRA5,CBJ30696.1
Ec-26_002440,Esi_0212_0024,D7FRA6,CBJ30697.1
Ec-26_002450,Esi_0212_0025,D7FRA7,CBJ30698.1
Ec-26_002460,Esi_0212_0026,D7FRA8,CBJ30699.1
Ec-26_002470,Esi_0212_0027,D7FRA9,CBJ30700.1
Ec-26_002480,Esi_0212_0030,D7FRB0,CBJ30701.1
Ec-26_002490,Esi_0212_0031,D7FRB1,CBJ30702.1
Ec-26_002500,Esi_0212_0032,D7FRB2,CBJ30703.1
Ec-26_002510,Esi_0212_0035,D7FRB3,CBJ30704.1
Ec-26_002520,Esi_0212_0037,D7FRB4,CBJ30705.1
Ec-26_002530,Esi_0212_0038,D7FRB5,CBJ30706.1
Ec-26_002540,Esi_0212_0040,D7FRB6,CBJ30707.1
Ec-26_002550,Esi_0212_0043,D7FRB7,CBJ30708.1
Ec-26_002560,Esi_0212_0047,D7FRB8,CBJ30709.1
Ec-26_002580,Esi_0212_0050,D7FRB9,CBJ30710.1
Ec-26_002590,Esi_0212_0052,D7FRC0,CBJ30711.1
Ec-26_002600,Esi_0212_0055,D7FRC1,CBJ30712.1
Ec-26_002610,Esi_0212_0056,D7FRC2,CBJ30713.1
Ec-26_002620,Esi_0212_0057,D7FRC3,CBJ30714.1
Ec-26_002630,Esi_0212_0059,D7FRC4,CBJ30715.1
Ec-26_002650,Esi_0212_0061,D7FRC5,CBJ30716.1
,Esi_0212_0062,D7FRC6,CBJ30717.1
Ec-26_002570,Esi_0212_0068,,
Ec-26_002640,Esi_0212_0069,,
Ec-26_002320,Esi_0212_0070,,
Ec-21_002430,Esi_0213_0001,D7FRC7,CBJ30718.1
Ec-21_002440,Esi_0213_0003,D7FRC8,CBJ30719.1
Ec-21_002460,Esi_0213_0016,D7FRC9,CBJ30720.1
Ec-21_002470,Esi_0213_0019,D7FRD0,CBJ30721.1
Ec-21_002490,Esi_0213_0021,D7FRD1,CBJ30722.1
Ec-21_002500,Esi_0213_0022,D7FRD2,CBJ30723.1
Ec-21_002510,Esi_0213_0024,D7FRD3,CBJ30724.1
Ec-21_002520,Esi_0213_0026,D7FRD4,CBJ30725.1
,Esi_0213_0029,D7FRD5,CBJ30726.1
Ec-21_002530,Esi_0213_0032,D7FRD6,CBJ30727.1
Ec-21_002540,Esi_0213_0033,D7FRD7,CBJ30728.1
Ec-21_002560,Esi_0213_0035,D7FRD8,CBJ30729.1
Ec-21_002570,Esi_0213_0036,D7FRD9,CBJ30730.1
Ec-21_002580,Esi_0213_0038,D7FRE0,CBJ30731.1
Ec-21_002600,Esi_0213_0039,D7FRE1,CBJ30732.1
Ec-21_002610,Esi_0213_0040,D7FRE2,CBJ30733.1
Ec-21_002620,Esi_0213_0041,D7FRE3,CBJ30734.1
Ec-21_002630,Esi_0213_0042,D7FRE4,CBJ30735.1
Ec-21_002640,Esi_0213_0043,D7FRE5,CBJ30736.1
Ec-21_002650,Esi_0213_0044,D7FRE6,CBJ30737.1
,Esi_0213_0048,D7FRE7,CBJ30738.1
Ec-21_002670,Esi_0213_0049,D7FRE8,CBJ30739.1
Ec-21_002680,Esi_0213_0050,D7FRE9,CBJ30740.1
Ec-21_002700,Esi_0213_0051,D7FRF0,CBJ30741.1
Ec-21_002710,Esi_0213_0053,D7FRF1,CBJ30742.1
Ec-21_002720,Esi_0213_0054,D7FRF2,CBJ30743.1
Ec-21_002550,Esi_0213_0059,,
Ec-21_002590,Esi_0213_0060,,
Ec-21_002450,Esi_0213_0061,,
Ec-21_002480,Esi_0213_0062,,
Ec-21_002660,Esi_0213_0063,,
Ec-21_002690,Esi_0213_0064,,
Ec-08_000730,Esi_0214_0003,D7FRF3,CBJ30744.1
Ec-08_000750,Esi_0214_0005,D7FRF4,CBJ30745.1
Ec-08_000760,Esi_0214_0007,D7FRF5,CBJ30746.1
Ec-08_000770,Esi_0214_0008,D7FRF6,CBJ30747.1
Ec-08_000770,Esi_0214_0010,D7FRF7,CBJ30748.1
Ec-08_000790,Esi_0214_0012,D7FRF8,CBJ30749.1
Ec-08_000800,Esi_0214_0014,D7FRF9,CBJ30750.1
,Esi_0214_0015,D7FRG0,CBJ30751.1
Ec-08_000810,Esi_0214_0016,D7FRG1,CBJ30752.1
,Esi_0214_0017,D7FRG2,CBJ30753.1
Ec-08_000840,Esi_0214_0018,D7FRG3,CBJ30754.1
Ec-08_000830,Esi_0214_0021,D7FRG4,CBJ30755.1
Ec-08_000850,Esi_0214_0022,D7FRG5,CBJ30756.1
Ec-08_000860,Esi_0214_0024,D7FRG6,CBJ30757.1
Ec-08_000870,Esi_0214_0026,D7FRG7,CBJ30758.1
Ec-08_000880,Esi_0214_0028,D7FRG8,CBJ30759.1
,Esi_0214_0029,D7FRG9,CBJ30760.1
